"","Overall-Rank","Criteria.Ca-Rank","Criteria.Cb-Rank","Criteria.Cc-Rank","Criteria.Cd-Rank","Criteria.Ca-Value","Criteria.Cb-Value","Criteria.Cc-Value","Criteria.Cd-Value"
"MEI+NON+POW+MST",1375,117,1541,1497,1,0.0017,0.5,0.0833,1
"MDI+CUT+MEA+PAR",1376,563,1178,1415,1,0.096,0.6667,0.1083,1
"MEI+NON+LEV+MST",1377,92,1541,1524,1,0.0013,0.5,0.075,1
"MDI+CUT+PAR+LIN",1378,208,1541,1415,1,0.0165,0.5,0.1083,1
"MDI+LOG+LEV+MEA",1379,1539,702,925,1,4.0488,0.6667,0.3125,1
"HAM+LOG+LEV+LIW",1380,1624,702,840,1,13.9687,0.6667,0.3583,1
"MDI+CUT+LIN+PAR",1381,560,1178,1431,1,0.0958,0.6667,0.1,1
"KNN+CUT+PAR+CON",1382,382,1178,1610,1,0.0542,0.6667,0.0125,1
"HAM+LOG+RAN+MST",1383,169,1541,1462,1,0.0087,0.5,0.0958,1
"HAM+NON+CON+PAR",1384,1028,660,1484,1,0.2498,0.7222,0.0875,1
"HAM+NON+VAS+MST",1385,104,1530,1539,1,0.0015,0.5556,0.0708,1
"KNN+NON+MED+LEV",1386,1511,702,960,1,2.831,0.6667,0.3,1
"MEI+LOG+PAR+CON",1387,1042,702,1431,1,0.2596,0.6667,0.1,1
"HAM+NON+CON+AUT",1388,1033,660,1484,1,0.2524,0.7222,0.0875,1
"MDI+NON+POW+MST",1389,106,1541,1535,1,0.0015,0.5,0.0708,1
"MEI+CUT+PAR+MST",1390,103,1541,1539,1,0.0014,0.5,0.0708,1
"MDI+LOG+VAS+MST",1391,157,1541,1497,1,0.006,0.5,0.0833,1
"MEI+NON+POW+LIN",1392,160,1541,1497,1,0.0064,0.5,0.0833,1
"MEI+NON+CON+LEV",1393,1313,524,1366,1,0.3793,0.8889,0.1375,1
"MDI+LOG+EIG+LEV",1394,1485,550,1172,1,2.4962,0.8333,0.2083,1
"MDI+NON+AUT+MST",1395,105,1541,1563,1,0.0015,0.5,0.0583,1
"MDI+NON+NON",1396,602,1178,1431,1,0.0994,0.6667,0.1,1
"HAM+NON+CON+VAS",1397,1067,660,1484,1,0.2717,0.7222,0.0875,1
"HAM+NON+AUT+LIN",1398,1095,702,1431,1,0.2871,0.6667,0.1,1
"KNN+LOG+PAR+MST",1399,154,1480,1595,1,0.0047,0.6111,0.0333,1
"HAM+NON+VAS+LIN",1400,185,1530,1539,1,0.0125,0.5556,0.0708,1
"HAM+CUT+PAR+MST",1401,180,1541,1557,1,0.0115,0.5,0.0667,1
"MDI+NON+LEV+PQN",1402,504,1178,1599,1,0.0874,0.6667,0.0292,1
"MEI+CUT+PAR+LIN",1403,206,1541,1539,1,0.0161,0.5,0.0708,1
"MEI+LOG+LOE+LEV",1404,1518,550,1259,1,2.8856,0.8333,0.175,1
"KNN+NON+CON+NON",1405,1628,1541,170,1,16.7123,0.5,0.5917,1
"MDI+CUT+PAR+NON",1406,565,1178,1610,1,0.0961,0.6667,0.0125,1
"MDI+NON+POW+LIN",1407,294,1541,1539,1,0.0337,0.5,0.0708,1
"HAM+LOG+LOE+LEV",1408,1460,1508,480,1,2.1392,0.6111,0.4833,1
"MEI+NON+LEV+LIN",1409,386,1541,1524,1,0.0566,0.5,0.075,1
"HAM+CUT+VAS+LIW",1410,1576,1508,403,1,6.1193,0.6111,0.5083,1
"MDI+NON+RAN+PQN",1411,727,1178,1599,1,0.11,0.6667,0.0292,1
"MEI+CUT+CON+RAN",1412,526,1490,1502,1,0.0904,0.6111,0.0833,1
"KNN+NON+LIW+NON",1413,1430,1508,606,1,1.6226,0.6111,0.4458,1
"MDI+NON+LEV+LIN",1414,510,1541,1502,1,0.088,0.5,0.0833,1
"MDI+NON+PAR+PQN",1415,870,1178,1599,1,0.1702,0.6667,0.0292,1
"KNN+NON+PAR+MEA",1416,1010,1178,1468,1,0.2342,0.6667,0.0917,1
"MEI+LOG+PAR+LIN",1417,765,1541,1360,1,0.1185,0.5,0.1417,1
"KNN+CUT+AUT+CON",1418,895,1178,1596,1,0.1798,0.6667,0.0333,1
"HAM+NON+POW+LIN",1419,815,1526,1354,1,0.1421,0.5556,0.1458,1
"MDI+LOG+RAN+NON",1420,689,1457,1619,1,0.1082,0.6667,0.0083,1
"MEI+CUT+CON+NON",1421,812,1490,1502,1,0.139,0.6111,0.0833,1
"HAM+LOG+LEV+SUM",1422,1688,660,4,1506,1130.1566,0.7222,0.7708,0.9722
"MEI+CUT+PAR+SUM",1423,1629,550,119,1567,17.5264,0.8333,0.6375,0.7778
"MDI+LOG+NON",1424,792,1457,1619,1,0.134,0.6667,0.0083,1
"HAM+LOG+VAS+SUM",1425,1678,524,123,1563,274.8403,0.8889,0.6208,0.8333
"MEI+LOG+PQN+LEV",1426,1571,1508,817,1,5.7381,0.6111,0.3667,1
"MEI+LOG+LEV+SUM",1427,1686,702,3,1506,864.5254,0.6667,0.7833,0.9722
"MEI+CUT+CON+PAR",1428,975,1490,1502,1,0.2161,0.6111,0.0833,1
"MDI+LOG+PAR+NON",1429,926,1457,1619,1,0.2008,0.6667,0.0083,1
"HAM+CUT+PAR+LIN",1430,913,1541,1557,1,0.1968,0.5,0.0667,1
"MDI+NON+AUT+LIN",1431,907,1541,1564,1,0.1918,0.5,0.0583,1
"MEI+CUT+RAN+SUM",1432,1638,550,292,1557,22.2509,0.8333,0.5375,0.8611
"MEI+LOG+LEV+LIW",1433,1662,1508,871,1,71.5664,0.6111,0.3417,1
"MEI+CUT+CON+VAS",1434,1106,1490,1502,1,0.2996,0.6111,0.0833,1
"MDI+CUT+RAN+SUM",1435,1642,702,268,1506,24.3767,0.6667,0.5458,0.9722
"MDI+LOG+AUT+MST",1436,110,1541,1412,1493,0.0015,0.5,0.1083,0.9722
"MDI+CUT+AUT+MST",1437,109,1541,1431,1493,0.0015,0.5,0.1,0.9722
"MEI+LOG+AUT+MST",1438,116,1541,1460,1493,0.0017,0.5,0.0958,0.9722
"KNN+NON+PAR+MST",1439,120,1480,1524,1511,0.002,0.6111,0.075,0.9444
"MEI+CUT+AUT+MST",1440,114,1541,1520,1493,0.0016,0.5,0.0792,0.9722
"MEI+LOG+LEV+MST",1441,147,1480,1560,1493,0.0031,0.6111,0.0667,0.9722
"MEI+NON+AUT+MST",1442,111,1541,1535,1511,0.0016,0.5,0.0708,0.9444
"MDI+CUT+AUT+LIN",1443,296,1541,1431,1500,0.0339,0.5,0.1,0.9722
"MDI+LOG+LEV+SUM",1444,1691,1508,71,1506,2012.8651,0.6111,0.7,0.9722
"MDI+LOG+AUT+LIN",1445,372,1541,1415,1500,0.0507,0.5,0.1083,0.9722
"MEI+CUT+AUT+LIN",1446,326,1541,1512,1500,0.0426,0.5,0.0792,0.9722
"MEI+LOG+AUT+LIN",1447,816,1541,1462,1500,0.1423,0.5,0.0958,0.9722
"MEI+NON+AUT+LIN",1448,821,1541,1539,1514,0.1458,0.5,0.0708,0.9444
"KNN+NON+PAR+CON",1449,831,1480,1619,1493,0.1537,0.6111,0.0083,0.9722
"KNN+LOG+VAS+MEA",1450,1388,587,1037,1,0.7704,0.7778,0.25,1
"MEI+CUT+MED+LEV",1451,1531,587,998,1,3.4275,0.7778,0.2833,1
"KNN+LOG+MEA+VAS",1452,1383,587,1147,1,0.7032,0.7778,0.2125,1
"HAM+LOG+LEV+NON",1453,1444,587,1147,1,1.9559,0.7778,0.2125,1
"KNN+NON+PQN+VAS",1454,1455,702,1053,1,2.0999,0.6667,0.2375,1
"KNN+NON+AUT+MED",1455,1155,702,1366,1,0.3247,0.6667,0.1375,1
"MDI+LOG+LOE+LEV",1456,1533,702,998,1,3.4928,0.6667,0.2833,1
"KNN+CUT+EIG+VAS",1457,1573,702,980,1,5.8872,0.6667,0.2875,1
"KNN+CUT+VAS+NON",1458,1574,702,980,1,5.9954,0.6667,0.2875,1
"HAM+LOG+MEA+LEV",1459,1401,702,1172,1,1.0009,0.6667,0.2083,1
"MEI+NON+CON+AUT",1460,1275,660,1366,1,0.3622,0.7222,0.1375,1
"MDI+CUT+MED+LEV",1461,1436,702,1189,1,1.8768,0.6667,0.2,1
"MDI+NON+LOE+VAS",1462,1483,702,1147,1,2.4819,0.6667,0.2125,1
"MDI+CUT+MEA+AUT",1463,1225,702,1420,1,0.3539,0.6667,0.1083,1
"MDI+CUT+LIN+AUT",1464,1220,702,1431,1,0.3534,0.6667,0.1,1
"MDI+CUT+MST+AUT",1465,1220,702,1431,1,0.3534,0.6667,0.1,1
"MDI+LOG+LEV+PQN",1466,1532,702,1120,1,3.4364,0.6667,0.2167,1
"HAM+NON+CON+NON",1467,1175,702,1484,1,0.3291,0.6667,0.0875,1
"MEI+NON+AUT+PQN",1468,1307,702,1354,1,0.3721,0.6667,0.1458,1
"MEI+NON+LOE+VAS",1469,1487,702,1189,1,2.5459,0.6667,0.2,1
"MDI+NON+AUT+NON",1470,1248,702,1431,1,0.3577,0.6667,0.1,1
"KNN+NON+VAS+MED",1471,1451,702,1234,1,2.0477,0.6667,0.1833,1
"KNN+CUT+PQN+VAS",1472,1577,702,1109,1,6.2187,0.6667,0.2208,1
"HAM+LOG+PQN+LEV",1473,1481,702,1211,1,2.4463,0.6667,0.1917,1
"MEI+NON+CON+VAS",1474,1369,660,1366,1,0.5695,0.7222,0.1375,1
"MEI+CUT+LIN+VAS",1475,1589,702,1120,1,7.4052,0.6667,0.2167,1
"MEI+CUT+MST+VAS",1476,1589,702,1120,1,7.4052,0.6667,0.2167,1
"HAM+NON+PAR+LIN",1477,1324,702,1399,1,0.3972,0.6667,0.1167,1
"KNN+CUT+MED+LEV",1478,1435,702,1293,1,1.8162,0.6667,0.1667,1
"MDI+LOG+PQN+LEV",1479,1478,702,1279,1,2.3735,0.6667,0.1708,1
"MEI+LOG+AUT+CON",1480,1382,660,1425,1,0.6761,0.7222,0.1042,1
"HAM+NON+CON+LEV",1481,1338,660,1484,1,0.4385,0.7222,0.0875,1
"MDI+LOG+LEV+MED",1482,1528,702,1279,1,3.3358,0.6667,0.1708,1
"MDI+LOG+MED+LEV",1483,1566,702,1245,1,5.1269,0.6667,0.1792,1
"MDI+CUT+AUT+NON",1484,1235,702,1610,1,0.3563,0.6667,0.0125,1
"MDI+CUT+LOE+VAS",1485,1592,702,1259,1,7.4319,0.6667,0.175,1
"KNN+NON+SUM+VAS",1486,1332,587,34,1610,0.4181,0.7778,0.7333,0.5833
"MEI+CUT+LOE+VAS",1487,1594,702,1309,1,7.6441,0.6667,0.1625,1
"MDI+LOG+AUT+CON",1488,1371,660,1610,1,0.586,0.7222,0.0125,1
"MEI+LOG+SUM+PAR",1489,1417,660,44,1523,1.4353,0.7222,0.725,0.8889
"MEI+LOG+SUM+NON",1490,1632,660,44,1523,19.3664,0.7222,0.725,0.8889
"KNN+CUT+CON+LEV",1491,1336,1178,1468,1,0.4375,0.6667,0.0917,1
"MDI+NON+AUT+PQN",1492,1258,1178,1599,1,0.3596,0.6667,0.0292,1
"MDI+LOG+VAS+SUM",1493,1672,660,187,1563,89.3438,0.7222,0.5833,0.8333
"MEI+NON+RAN+SUM",1494,1634,587,310,1557,20.6057,0.7778,0.5292,0.8611
"MDI+NON+RAN+SUM",1495,1640,702,268,1523,22.7601,0.6667,0.5458,0.8889
"MEI+LOG+RAN+SUM",1496,1639,587,365,1557,22.6276,0.7778,0.5167,0.8611
"MEI+CUT+CON+AUT",1497,1274,1490,1502,1,0.3621,0.6111,0.0833,1
"MDI+LOG+AUT+NON",1498,1228,1457,1619,1,0.3543,0.6667,0.0083,1
"HAM+LOG+RAN+LIN",1499,1346,1541,1462,1,0.45,0.5,0.0958,1
"KNN+LOG+PAR+LIN",1500,1359,1490,1596,1,0.5296,0.6111,0.0333,1
"MDI+NON+PAR+MST",1501,108,1541,1520,1553,0.0015,0.5,0.0792,0.8889
"MEI+LOG+MST+NON",1502,162,1480,1535,1553,0.0067,0.6111,0.0708,0.8889
"KNN+NON+POW+MST",1503,165,1541,1484,1553,0.0077,0.5,0.0875,0.8889
"KNN+NON+PAR+SUM",1504,1668,1508,126,1523,83.2024,0.6111,0.6167,0.8889
"MDI+LOG+PAR+CON",1505,1100,619,1607,1562,0.2914,0.7778,0.0167,0.8333
